ID,ESTACION,FECHA,LONGITUD,LATITUD,ALTITUD,O3,UV_MAX,PP,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FECHA_CORTE
1713,MARCAPOMACOCHA,20200207,-76.32508,-11.40443,4443,240.5,,1.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1714,MARCAPOMACOCHA,20200208,-76.32508,-11.40443,4443,242.1,,1.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1715,MARCAPOMACOCHA,20200209,-76.32508,-11.40443,4443,244.9,,3.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1716,MARCAPOMACOCHA,20200210,-76.32508,-11.40443,4443,242.1,,6.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1717,MARCAPOMACOCHA,20200211,-76.32508,-11.40443,4443,,,1.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1718,MARCAPOMACOCHA,20200212,-76.32508,-11.40443,4443,244.2,,11.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1719,MARCAPOMACOCHA,20200213,-76.32508,-11.40443,4443,242.6,,7.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1720,MARCAPOMACOCHA,20200214,-76.32508,-11.40443,4443,246.2,,10,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1721,MARCAPOMACOCHA,20200215,-76.32508,-11.40443,4443,246.6,,4.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1722,MARCAPOMACOCHA,20200216,-76.32508,-11.40443,4443,244,,1.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1723,MARCAPOMACOCHA,20200217,-76.32508,-11.40443,4443,243,,7.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1724,MARCAPOMACOCHA,20200218,-76.32508,-11.40443,4443,251.5,,13.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1725,MARCAPOMACOCHA,20200219,-76.32508,-11.40443,4443,251.7,,7.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1726,MARCAPOMACOCHA,20200220,-76.32508,-11.40443,4443,246.2,,14.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1727,MARCAPOMACOCHA,20200221,-76.32508,-11.40443,4443,243.2,,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1728,MARCAPOMACOCHA,20200222,-76.32508,-11.40443,4443,245,,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1729,MARCAPOMACOCHA,20200223,-76.32508,-11.40443,4443,242.5,,5.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1730,MARCAPOMACOCHA,20200224,-76.32508,-11.40443,4443,243.9,,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1731,MARCAPOMACOCHA,20200225,-76.32508,-11.40443,4443,249.9,,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1732,MARCAPOMACOCHA,20200226,-76.32508,-11.40443,4443,247.4,,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1733,MARCAPOMACOCHA,20200227,-76.32508,-11.40443,4443,245,,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1734,MARCAPOMACOCHA,20200228,-76.32508,-11.40443,4443,241.6,,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1735,MARCAPOMACOCHA,20200229,-76.32508,-11.40443,4443,242.4,,0.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1736,MARCAPOMACOCHA,20200301,-76.32508,-11.40443,4443,,,6.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1737,MARCAPOMACOCHA,20200302,-76.32508,-11.40443,4443,244.6,,7.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1738,MARCAPOMACOCHA,20200303,-76.32508,-11.40443,4443,245.9,,5.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1739,MARCAPOMACOCHA,20200304,-76.32508,-11.40443,4443,244.6,,5,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1740,MARCAPOMACOCHA,20200305,-76.32508,-11.40443,4443,242.1,14,3.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1741,MARCAPOMACOCHA,20200306,-76.32508,-11.40443,4443,247.7,16,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1742,MARCAPOMACOCHA,20200307,-76.32508,-11.40443,4443,245.2,13,2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1743,MARCAPOMACOCHA,20200308,-76.32508,-11.40443,4443,250.7,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1744,MARCAPOMACOCHA,20200309,-76.32508,-11.40443,4443,249.1,13,5.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1745,MARCAPOMACOCHA,20200310,-76.32508,-11.40443,4443,252.2,15,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1746,MARCAPOMACOCHA,20200311,-76.32508,-11.40443,4443,247.2,16,1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1747,MARCAPOMACOCHA,20200312,-76.32508,-11.40443,4443,241.9,12,0.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1748,MARCAPOMACOCHA,20200313,-76.32508,-11.40443,4443,247,15,12.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1749,MARCAPOMACOCHA,20200314,-76.32508,-11.40443,4443,242,11,2.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1750,MARCAPOMACOCHA,20200315,-76.32508,-11.40443,4443,242.3,13,1.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1751,MARCAPOMACOCHA,20200316,-76.32508,-11.40443,4443,246.1,15,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1752,MARCAPOMACOCHA,20200317,-76.32508,-11.40443,4443,248.9,12,2.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1753,MARCAPOMACOCHA,20200318,-76.32508,-11.40443,4443,247.1,7,8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1754,MARCAPOMACOCHA,20200319,-76.32508,-11.40443,4443,248.9,16,11.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1755,MARCAPOMACOCHA,20200320,-76.32508,-11.40443,4443,242.6,15,10.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1756,MARCAPOMACOCHA,20200321,-76.32508,-11.40443,4443,246.2,9,6.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1757,MARCAPOMACOCHA,20200322,-76.32508,-11.40443,4443,245.1,6,10,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1758,MARCAPOMACOCHA,20200323,-76.32508,-11.40443,4443,245.9,10,10.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1759,MARCAPOMACOCHA,20200324,-76.32508,-11.40443,4443,246.2,13,3.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1760,MARCAPOMACOCHA,20200325,-76.32508,-11.40443,4443,249.7,12,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1761,MARCAPOMACOCHA,20200326,-76.32508,-11.40443,4443,246.2,9,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1762,MARCAPOMACOCHA,20200327,-76.32508,-11.40443,4443,245,12,15,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1763,MARCAPOMACOCHA,20200328,-76.32508,-11.40443,4443,250,9,24.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1764,MARCAPOMACOCHA,20200329,-76.32508,-11.40443,4443,248.7,14,1.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1765,MARCAPOMACOCHA,20200330,-76.32508,-11.40443,4443,242.2,11,3.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1766,MARCAPOMACOCHA,20200331,-76.32508,-11.40443,4443,242.9,12,0.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1767,MARCAPOMACOCHA,20200401,-76.32508,-11.40443,4443,,5,5.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1768,MARCAPOMACOCHA,20200402,-76.32508,-11.40443,4443,251.8,12,9.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1769,MARCAPOMACOCHA,20200403,-76.32508,-11.40443,4443,244.8,8,0.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1770,MARCAPOMACOCHA,20200404,-76.32508,-11.40443,4443,249.7,9,1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1771,MARCAPOMACOCHA,20200405,-76.32508,-11.40443,4443,243.1,12,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1772,MARCAPOMACOCHA,20200406,-76.32508,-11.40443,4443,246.1,13,8.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1773,MARCAPOMACOCHA,20200407,-76.32508,-11.40443,4443,242.9,9,1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1774,MARCAPOMACOCHA,20200408,-76.32508,-11.40443,4443,241.7,15,0.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1775,MARCAPOMACOCHA,20200409,-76.32508,-11.40443,4443,248.8,14,4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1776,MARCAPOMACOCHA,20200410,-76.32508,-11.40443,4443,242.3,15,4.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1777,MARCAPOMACOCHA,20200411,-76.32508,-11.40443,4443,242.6,14,2.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1778,MARCAPOMACOCHA,20200412,-76.32508,-11.40443,4443,244.2,14,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1779,MARCAPOMACOCHA,20200413,-76.32508,-11.40443,4443,242.6,14,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1780,MARCAPOMACOCHA,20200414,-76.32508,-11.40443,4443,244.4,13,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1781,MARCAPOMACOCHA,20200415,-76.32508,-11.40443,4443,246.3,13,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1782,MARCAPOMACOCHA,20200416,-76.32508,-11.40443,4443,243.6,12,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1783,MARCAPOMACOCHA,20200417,-76.32508,-11.40443,4443,241.3,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1784,MARCAPOMACOCHA,20200418,-76.32508,-11.40443,4443,246,12,8.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1785,MARCAPOMACOCHA,20200419,-76.32508,-11.40443,4443,248.7,10,0.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1786,MARCAPOMACOCHA,20200420,-76.32508,-11.40443,4443,249.1,13,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1787,MARCAPOMACOCHA,20200421,-76.32508,-11.40443,4443,247.2,13,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1788,MARCAPOMACOCHA,20200422,-76.32508,-11.40443,4443,246,13,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1789,MARCAPOMACOCHA,20200423,-76.32508,-11.40443,4443,244.3,10,0.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1790,MARCAPOMACOCHA,20200424,-76.32508,-11.40443,4443,243.2,7,3.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1791,MARCAPOMACOCHA,20200425,-76.32508,-11.40443,4443,240.8,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1792,MARCAPOMACOCHA,20200426,-76.32508,-11.40443,4443,243.2,12,1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1793,MARCAPOMACOCHA,20200427,-76.32508,-11.40443,4443,241.7,9,0.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1794,MARCAPOMACOCHA,20200428,-76.32508,-11.40443,4443,245,12,2.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1795,MARCAPOMACOCHA,20200429,-76.32508,-11.40443,4443,241.7,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1796,MARCAPOMACOCHA,20200430,-76.32508,-11.40443,4443,242.1,8,2.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1797,MARCAPOMACOCHA,20200501,-76.32508,-11.40443,4443,237,9,1.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1798,MARCAPOMACOCHA,20200502,-76.32508,-11.40443,4443,238.5,10,2.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1799,MARCAPOMACOCHA,20200503,-76.32508,-11.40443,4443,,8,0.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1800,MARCAPOMACOCHA,20200504,-76.32508,-11.40443,4443,239.5,8,9.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1801,MARCAPOMACOCHA,20200505,-76.32508,-11.40443,4443,239,9,8.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1802,MARCAPOMACOCHA,20200506,-76.32508,-11.40443,4443,238.5,9,5.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1803,MARCAPOMACOCHA,20200507,-76.32508,-11.40443,4443,238.8,10,9.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1804,MARCAPOMACOCHA,20200508,-76.32508,-11.40443,4443,237.8,11,16.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1805,MARCAPOMACOCHA,20200509,-76.32508,-11.40443,4443,238,10,9,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1806,MARCAPOMACOCHA,20200510,-76.32508,-11.40443,4443,238.9,12,0.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1807,MARCAPOMACOCHA,20200511,-76.32508,-11.40443,4443,241,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1808,MARCAPOMACOCHA,20200512,-76.32508,-11.40443,4443,238,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1809,MARCAPOMACOCHA,20200513,-76.32508,-11.40443,4443,238.7,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1810,MARCAPOMACOCHA,20200514,-76.32508,-11.40443,4443,241.2,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1811,MARCAPOMACOCHA,20200515,-76.32508,-11.40443,4443,238.8,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1812,MARCAPOMACOCHA,20200516,-76.32508,-11.40443,4443,238.9,11,2.8,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1813,MARCAPOMACOCHA,20200517,-76.32508,-11.40443,4443,240.8,9,4.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1814,MARCAPOMACOCHA,20200518,-76.32508,-11.40443,4443,238.4,11,0.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1815,MARCAPOMACOCHA,20200519,-76.32508,-11.40443,4443,238.8,11,3.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1816,MARCAPOMACOCHA,20200520,-76.32508,-11.40443,4443,239.5,10,0.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1817,MARCAPOMACOCHA,20200521,-76.32508,-11.40443,4443,239.8,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1818,MARCAPOMACOCHA,20200522,-76.32508,-11.40443,4443,239.6,5,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1819,MARCAPOMACOCHA,20200523,-76.32508,-11.40443,4443,237.4,8,3.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1820,MARCAPOMACOCHA,20200524,-76.32508,-11.40443,4443,236.9,10,0.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1821,MARCAPOMACOCHA,20200525,-76.32508,-11.40443,4443,236.7,12,12.4,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1822,MARCAPOMACOCHA,20200526,-76.32508,-11.40443,4443,239,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1823,MARCAPOMACOCHA,20200527,-76.32508,-11.40443,4443,238.7,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1824,MARCAPOMACOCHA,20200528,-76.32508,-11.40443,4443,237,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1825,MARCAPOMACOCHA,20200529,-76.32508,-11.40443,4443,239.4,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1826,MARCAPOMACOCHA,20200530,-76.32508,-11.40443,4443,240.1,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1827,MARCAPOMACOCHA,20200531,-76.32508,-11.40443,4443,238.4,9,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1828,MARCAPOMACOCHA,20200601,-76.32508,-11.40443,4443,237,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1829,MARCAPOMACOCHA,20200602,-76.32508,-11.40443,4443,238.3,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1830,MARCAPOMACOCHA,20200603,-76.32508,-11.40443,4443,237.8,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1831,MARCAPOMACOCHA,20200604,-76.32508,-11.40443,4443,238.4,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1832,MARCAPOMACOCHA,20200605,-76.32508,-11.40443,4443,235.5,4,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1833,MARCAPOMACOCHA,20200606,-76.32508,-11.40443,4443,237,7,3.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1834,MARCAPOMACOCHA,20200607,-76.32508,-11.40443,4443,236,11,0.6,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1835,MARCAPOMACOCHA,20200608,-76.32508,-11.40443,4443,237.8,10,0.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1836,MARCAPOMACOCHA,20200609,-76.32508,-11.40443,4443,238.6,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1837,MARCAPOMACOCHA,20200610,-76.32508,-11.40443,4443,239.1,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1838,MARCAPOMACOCHA,20200611,-76.32508,-11.40443,4443,239.2,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1839,MARCAPOMACOCHA,20200612,-76.32508,-11.40443,4443,234.5,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1840,MARCAPOMACOCHA,20200613,-76.32508,-11.40443,4443,237.7,7,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1841,MARCAPOMACOCHA,20200614,-76.32508,-11.40443,4443,237.3,8,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1842,MARCAPOMACOCHA,20200615,-76.32508,-11.40443,4443,238,8,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1843,MARCAPOMACOCHA,20200616,-76.32508,-11.40443,4443,238.6,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1844,MARCAPOMACOCHA,20200617,-76.32508,-11.40443,4443,238.6,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1845,MARCAPOMACOCHA,20200618,-76.32508,-11.40443,4443,239.3,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1846,MARCAPOMACOCHA,20200619,-76.32508,-11.40443,4443,237.5,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1847,MARCAPOMACOCHA,20200620,-76.32508,-11.40443,4443,239.8,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1848,MARCAPOMACOCHA,20200621,-76.32508,-11.40443,4443,238,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1849,MARCAPOMACOCHA,20200622,-76.32508,-11.40443,4443,237.3,9,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1850,MARCAPOMACOCHA,20200623,-76.32508,-11.40443,4443,237.4,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1851,MARCAPOMACOCHA,20200624,-76.32508,-11.40443,4443,237.9,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1852,MARCAPOMACOCHA,20200625,-76.32508,-11.40443,4443,237.9,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1853,MARCAPOMACOCHA,20200626,-76.32508,-11.40443,4443,238.1,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1854,MARCAPOMACOCHA,20200627,-76.32508,-11.40443,4443,238,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1855,MARCAPOMACOCHA,20200628,-76.32508,-11.40443,4443,237.4,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1856,MARCAPOMACOCHA,20200629,-76.32508,-11.40443,4443,238.3,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1857,MARCAPOMACOCHA,20200630,-76.32508,-11.40443,4443,240.9,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1858,MARCAPOMACOCHA,20200701,-76.32508,-11.40443,4443,244.7,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1859,MARCAPOMACOCHA,20200702,-76.32508,-11.40443,4443,246.8,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1860,MARCAPOMACOCHA,20200703,-76.32508,-11.40443,4443,246,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1861,MARCAPOMACOCHA,20200704,-76.32508,-11.40443,4443,242.1,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1862,MARCAPOMACOCHA,20200705,-76.32508,-11.40443,4443,241.8,8,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1863,MARCAPOMACOCHA,20200706,-76.32508,-11.40443,4443,242.4,8,0.2,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1864,MARCAPOMACOCHA,20200707,-76.32508,-11.40443,4443,238.9,10,1,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1865,MARCAPOMACOCHA,20200708,-76.32508,-11.40443,4443,241.7,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1866,MARCAPOMACOCHA,20200709,-76.32508,-11.40443,4443,242,7,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1867,MARCAPOMACOCHA,20200710,-76.32508,-11.40443,4443,244.7,9,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1868,MARCAPOMACOCHA,20200711,-76.32508,-11.40443,4443,239.6,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1869,MARCAPOMACOCHA,20200712,-76.32508,-11.40443,4443,247.3,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1870,MARCAPOMACOCHA,20200713,-76.32508,-11.40443,4443,246.1,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1871,MARCAPOMACOCHA,20200714,-76.32508,-11.40443,4443,246.7,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1872,MARCAPOMACOCHA,20200715,-76.32508,-11.40443,4443,244.2,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1873,MARCAPOMACOCHA,20200716,-76.32508,-11.40443,4443,244.2,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1874,MARCAPOMACOCHA,20200717,-76.32508,-11.40443,4443,247.1,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1875,MARCAPOMACOCHA,20200718,-76.32508,-11.40443,4443,246.3,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1876,MARCAPOMACOCHA,20200719,-76.32508,-11.40443,4443,243.8,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1877,MARCAPOMACOCHA,20200720,-76.32508,-11.40443,4443,243.4,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1878,MARCAPOMACOCHA,20200721,-76.32508,-11.40443,4443,244.5,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1879,MARCAPOMACOCHA,20200722,-76.32508,-11.40443,4443,241.8,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1880,MARCAPOMACOCHA,20200723,-76.32508,-11.40443,4443,244.2,9,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1881,MARCAPOMACOCHA,20200724,-76.32508,-11.40443,4443,245.8,,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1882,MARCAPOMACOCHA,20200725,-76.32508,-11.40443,4443,242.5,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1883,MARCAPOMACOCHA,20200726,-76.32508,-11.40443,4443,239.4,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1884,MARCAPOMACOCHA,20200727,-76.32508,-11.40443,4443,241.8,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1885,MARCAPOMACOCHA,20200728,-76.32508,-11.40443,4443,242.5,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1886,MARCAPOMACOCHA,20200729,-76.32508,-11.40443,4443,242.9,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1887,MARCAPOMACOCHA,20200730,-76.32508,-11.40443,4443,243.5,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1888,MARCAPOMACOCHA,20200731,-76.32508,-11.40443,4443,244.5,11,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1889,MARCAPOMACOCHA,20200801,-76.32508,-11.40443,4443,248.1,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1890,MARCAPOMACOCHA,20200802,-76.32508,-11.40443,4443,243.9,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1891,MARCAPOMACOCHA,20200803,-76.32508,-11.40443,4443,243.1,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1892,MARCAPOMACOCHA,20200804,-76.32508,-11.40443,4443,244.8,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1893,MARCAPOMACOCHA,20200805,-76.32508,-11.40443,4443,244.8,8,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1894,MARCAPOMACOCHA,20200806,-76.32508,-11.40443,4443,243.6,8,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1895,MARCAPOMACOCHA,20200807,-76.32508,-11.40443,4443,243.5,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1896,MARCAPOMACOCHA,20200808,-76.32508,-11.40443,4443,245.9,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1897,MARCAPOMACOCHA,20200809,-76.32508,-11.40443,4443,243.9,7,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1898,MARCAPOMACOCHA,20200810,-76.32508,-11.40443,4443,243.9,9,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
1899,MARCAPOMACOCHA,20200811,-76.32508,-11.40443,4443,243.4,10,0,JUNIN,YAULI,MARCAPOMACOCHA,120804,20240531
