FECHA,O3,UV_MAX,PP
2021-10-26,246.4,12.0,0.0
2021-10-27,243.3,12.0,0.0
2021-10-28,242.4,8.0,4.4
2021-10-29,243.2,7.0,3.4
2021-10-30,247.1,9.0,0.0
2021-10-31,242.5,9.0,0.0
2021-11-01,240.9,11.0,0.3999999999999999
2021-11-02,242.4,14.0,2.4
2021-11-03,246.1,12.0,1.0
2021-11-04,246.3,13.0,0.20000000000000018
2021-11-05,245.0,13.0,0.0
2021-11-06,248.1,13.0,0.8
2021-11-07,239.23333333333332,14.0,3.8
2021-11-08,244.8,11.0,0.0
2021-11-09,244.5,12.0,0.0
2021-11-10,241.1,14.0,0.0
2021-11-11,243.8,13.0,0.20000000000000018
2021-11-12,243.2,9.0,6.2
2021-11-13,239.9,11.0,10.4
2021-11-14,244.9,14.0,2.0
2021-11-15,245.5,12.0,0.8
2021-11-16,247.1,12.0,6.0
2021-11-17,244.9,13.0,0.0
2021-11-18,245.5,10.0,1.0
2021-11-19,245.0,12.0,0.0
2021-11-20,241.8,11.0,14.4
2021-11-21,240.4,9.0,9.066666666666666
2021-11-22,241.8,13.0,9.4
2021-11-23,241.6,11.0,7.0
2021-11-24,240.1,4.999999999999999,7.0
2021-11-25,238.6,13.0,9.8
2021-11-26,241.9,9.0,4.0
2021-11-27,243.7,4.999999999999999,9.6
2021-11-28,241.9,8.0,6.800000000000001
2021-11-29,241.8,11.0,20.2
2021-11-30,242.8,8.0,5.2
2021-12-01,240.56666666666666,9.0,0.0
2021-12-02,243.93333333333334,8.0,1.2
2021-12-03,243.9,13.0,4.2
2021-12-04,242.8,12.0,0.8
2021-12-05,245.1,11.0,9.2
2021-12-06,242.1,10.0,9.4
2021-12-07,244.6,11.0,7.800000000000001
2021-12-08,241.1,11.0,11.6
2021-12-09,244.1,12.0,4.6
2021-12-10,243.7,12.0,0.3999999999999999
2021-12-11,247.0,13.0,1.6
2021-12-12,246.3,14.0,0.0
2021-12-13,244.5,13.0,0.0
2021-12-14,247.8,14.0,0.0
2021-12-15,248.6,13.0,0.0
2021-12-16,247.0,12.0,2.2
2021-12-17,241.1,14.0,1.0
2021-12-18,241.3,14.0,0.3999999999999999
2021-12-19,243.8,13.0,0.0
2021-12-20,244.8,12.0,0.0
2021-12-21,246.6,13.0,0.0
2021-12-22,244.8,4.999999999999999,0.0
2021-12-23,245.8,13.0,0.0
2021-12-24,241.4,11.0,8.4
2021-12-25,243.1,11.0,2.6
2021-12-26,244.6,13.0,0.0
2021-12-27,244.8,12.0,0.0
2021-12-28,244.9,13.0,0.0
2021-12-29,243.9,8.0,6.0
2021-12-30,244.1,11.0,2.6
2021-12-31,243.8,8.0,7.6
